probe	gene
238878_at	ARX
223652_at	AS3MT
210980_s_at	ASAH1
229793_at	ASAH2B
224796_at	ASAP1
220694_at	ASAP1-IT1
1557685_at	ASAP1-IT2
206414_s_at	ASAP2
219103_at	ASAP3
212819_at	ASB1
1564536_at	ASB10
1553074_at	ASB11
236033_at	ASB12
218862_at	ASB13
237785_at	ASB14
1564679_at	ASB15
1553253_at	ASB16
1555981_at	ASB16-AS1
231622_at	ASB17
227915_at	ASB2
1560219_at	ASB3
237721_s_at	ASB4
235503_at	ASB5
221657_s_at	ASB6
226513_at	ASB7
226861_at	ASB8
205673_s_at	ASB9
219336_s_at	ASCC1
215684_s_at	ASCC2
212815_at	ASCC3
209985_s_at	ASCL1
207607_at	ASCL2
221161_at	ASCL3
231712_at	ASCL5
203428_s_at	ASF1A
218115_at	ASF1B
206743_s_at	ASGR1
206130_s_at	ASGR2
226447_at	ASH1L
1554057_at	ASH1L-AS1
209517_s_at	ASH2L
205156_s_at	ASIC1
206690_at	ASIC2
221226_s_at	ASIC4
1564504_at	ASIC5
214498_at	ASIP
204608_at	ASL
210551_s_at	ASMT
36553_at	ASMTL
1552872_at	ASMTL-AS1
202024_at	ASNA1
205047_s_at	ASNS
217987_at	ASNSD1
206030_at	ASPA
230912_at	ASPDH
1557225_at	ASPG
209135_at	ASPH
214993_at	ASPHD1
227015_at	ASPHD2
219918_s_at	ASPM
219087_at	ASPN
235514_at	ASPRV1
218908_at	ASPSCR1
222764_at	ASRGL1
207076_s_at	ASS1
221135_s_at	ASTE1
213197_at	ASTN1
1554816_at	ASTN2
221652_s_at	ASUN
244519_at	ASXL1
237095_at	ASXL2
232838_at	ASXL3
1569729_a_at	ASZ1
224850_at	ATAD1
235266_at	ATAD2
213387_at	ATAD2B
227700_x_at	ATAD3A
223617_x_at	ATAD3B
240210_at	ATAD3C
220223_at	ATAD5
218874_s_at	ATAT1
227365_at	ATCAY
234584_s_at	ATE1
1565269_s_at	ATF1
212984_at	ATF2
202672_s_at	ATF3
200779_at	ATF4
204999_s_at	ATF5
226941_at	ATF6
203168_at	ATF6B
228829_at	ATF7
218987_at	ATF7IP
219870_at	ATF7IP2
223677_at	ATG10
218214_at	ATG101
204833_at	ATG12
203364_s_at	ATG13
204568_at	ATG14
232612_s_at	ATG16L1
225883_at	ATG16L2
213300_at	ATG2A
222840_at	ATG2B
221492_s_at	ATG3
213115_at	ATG4A
204902_s_at	ATG4B
228190_at	ATG4C
226871_s_at	ATG4D
202511_s_at	ATG5
222709_at	ATG7
202492_at	ATG9A
1553390_at	ATG9B
219359_at	ATHL1
208758_at	ATIC
223340_at	ATL1
237968_at	ATL2
223452_s_at	ATL3
210858_x_at	ATM
201855_s_at	ATMIN
1555754_s_at	ATN1
221336_at	ATOH1
1552879_a_at	ATOH7
1558705_at	ATOH8
203454_s_at	ATOX1
214256_at	ATP10A
220920_at	ATP10B
213238_at	ATP10D
215842_s_at	ATP11A
1561699_a_at	ATP11A-AS1
1554557_at	ATP11B
242690_at	ATP11C
207367_at	ATP12A
218052_s_at	ATP13A1
218608_at	ATP13A2
219558_at	ATP13A3
1557136_at	ATP13A4
1561332_at	ATP13A5
220948_s_at	ATP1A1
236623_at	ATP1A1OS
203296_s_at	ATP1A2
214432_at	ATP1A3
1564241_at	ATP1A4
201242_s_at	ATP1B1
204311_at	ATP1B2
208836_at	ATP1B3
243737_at	ATP1B4
205444_at	ATP2A1
209186_at	ATP2A2
213042_s_at	ATP2A3
215716_s_at	ATP2B1
234741_at	ATP2B2
215911_x_at	ATP2B3
212135_s_at	ATP2B4
209934_s_at	ATP2C1
206043_s_at	ATP2C2
207139_at	ATP4A
207546_at	ATP4B
213738_s_at	ATP5A1
201322_at	ATP5B
205711_x_at	ATP5C1
203926_x_at	ATP5D
230535_s_at	ATP5E
211755_s_at	ATP5F1
208972_s_at	ATP5G1
208764_s_at	ATP5G2
207508_at	ATP5G3
210149_s_at	ATP5H
209492_x_at	ATP5I
202325_s_at	ATP5J
202961_s_at	ATP5J2
210453_x_at	ATP5L
216954_x_at	ATP5O
237400_at	ATP5S
45828_at	ATP5SL
1553567_s_at	ATP6
207809_s_at	ATP6AP1
201443_s_at	ATP6AP2
205095_s_at	ATP6V0A1
229572_at	ATP6V0A2
220197_at	ATP6V0A4
200078_s_at	ATP6V0B
36994_at	ATP6V0C
212041_at	ATP6V0D1
1553155_x_at	ATP6V0D2
201172_x_at	ATP6V0E1
213587_s_at	ATP6V0E2
229094_at	ATP6V0E2-AS1
201972_at	ATP6V1A
205473_at	ATP6V1B1
201089_at	ATP6V1B2
226463_at	ATP6V1C1
1553989_a_at	ATP6V1C2
208898_at	ATP6V1D
208678_at	ATP6V1E1
201527_at	ATP6V1F
238765_at	ATP6V1G1
214762_at	ATP6V1G2
230565_at	ATP6V1G3
221504_s_at	ATP6V1H
205198_s_at	ATP7A
204624_at	ATP7B
213106_at	ATP8A1
219660_s_at	ATP8A2
226302_at	ATP8B1
226771_at	ATP8B2
215319_at	ATP8B3
220416_at	ATP8B4
1568686_at	ATP8B5P
212062_at	ATP9A
214934_at	ATP9B
224729_s_at	ATPAF1
213057_at	ATPAF2
223339_at	ATPIF1
209902_at	ATR
219329_s_at	ATRAID
1552937_s_at	ATRIP
211852_s_at	ATRN
213745_at	ATRNL1
208861_s_at	ATRX
203231_s_at	ATXN1
208832_at	ATXN10
226095_s_at	ATXN1L
202622_s_at	ATXN2
201806_s_at	ATXN2L
238723_at	ATXN3
216539_at	ATXN3L
209964_s_at	ATXN7
214343_s_at	ATXN7L1
230038_at	ATXN7L2
224969_at	ATXN7L3
212113_at	ATXN7L3B
216404_at	ATXN8OS
205052_at	AUH
222946_s_at	AUNIP
220525_s_at	AUP1
204092_s_at	AURKA
228800_x_at	AURKAIP1
209464_at	AURKB
211107_s_at	AURKC
243364_at	AUTS2
219366_at	AVEN
205539_at	AVIL
212471_at	AVL9
207848_at	AVP
218631_at	AVPI1
206250_x_at	AVPR1A
208260_at	AVPR1B
208111_at	AVPR2
1560507_at	AWAT1
1553376_a_at	AXDND1
212849_at	AXIN1
224176_s_at	AXIN2
202686_s_at	AXL
1563188_at	AY269186.1
209309_at	AZGP1
217013_at	AZGP1P1
235962_at	AZI2
213747_at	AZIN1
214575_s_at	AZU1
232311_at	B2M
211812_s_at	B3GALNT1
1553691_at	B3GALNT2
220829_s_at	B3GALT1
210121_at	B3GALT2
210205_at	B3GALT4
206947_at	B3GALT5
1553959_a_at	B3GALT6
227100_at	B3GALTL
219521_at	B3GAT1
239144_at	B3GAT2
35179_at	B3GAT3
203188_at	B3GNT1
222870_s_at	B3GNT2
204856_at	B3GNT3
221240_s_at	B3GNT4
225612_s_at	B3GNT5
1552833_at	B3GNT6
1555963_x_at	B3GNT7
237338_at	B3GNT8
226058_at	B3GNT9
213589_s_at	B3GNTL1
1555385_at	B4GALNT1
1552903_at	B4GALNT2
229203_at	B4GALNT3
238060_s_at	B4GALNT4
201883_s_at	B4GALT1
209413_at	B4GALT2
210243_s_at	B4GALT3
212876_at	B4GALT4
221484_at	B4GALT5
206232_s_at	B4GALT6
222191_s_at	B4GALT7
210535_at	B9D1
219766_at	B9D2
218899_s_at	BAALC
1554228_a_at	BAALCOS
206913_at	BAAT
221711_s_at	BABAM1
217904_s_at	BACE1
217867_x_at	BACE2
204194_at	BACH1
227173_s_at	BACH2
209364_at	BAD
229720_at	BAG1
209406_at	BAG2
217911_s_at	BAG3
219624_at	BAG4
230427_s_at	BAG5
213318_s_at	BAG6
1555369_at	BAGE
1559075_s_at	BAHCC1
203051_at	BAHD1
206083_at	BAI1
204966_at	BAI2
211568_at	BAI3
205294_at	BAIAP2
1566558_x_at	BAIAP2-AS1
227372_s_at	BAIAP2L1
221178_at	BAIAP2L2
216356_x_at	BAIAP3
203728_at	BAK1
203304_at	BAMBI
239239_at	BANCR
210125_s_at	BANF1
232766_at	BANF2
1558662_s_at	BANK1
233186_s_at	BANP
201419_at	BAP1
205345_at	BARD1
224092_at	BARHL1
219845_at	BARX1
210419_at	BARX2
202391_at	BASP1
205965_at	BATF
228439_at	BATF2
220358_at	BATF3
208478_s_at	BAX
217985_s_at	BAZ1A
213336_at	BAZ1B
201353_s_at	BAZ2A
203080_s_at	BAZ2B
228993_s_at	BBIP1
205363_at	BBOX1
218471_s_at	BBS1
219487_at	BBS10
229603_at	BBS12
223227_at	BBS2
212744_at	BBS4
230697_at	BBS5
235007_at	BBS7
37549_g_at	BBS9
232008_s_at	BBX
203009_at	BCAM
219107_at	BCAN
230150_at	BCAP29
200837_at	BCAP31
223116_at	BCAR1
204032_at	BCAR3
230854_at	BCAR4
204378_at	BCAS1
203053_at	BCAS2
220488_s_at	BCAS3
228787_s_at	BCAS4
225285_at	BCAT1
203576_at	BCAT2
227322_s_at	BCCIP
234979_at	BCDIN3D
244543_s_at	BCDIN3D-AS1
205433_at	BCHE
202331_at	BCKDHA
213321_at	BCKDHB
202030_at	BCKDK
205263_at	BCL10
222891_s_at	BCL11A
219528_s_at	BCL11B
203685_at	BCL2
205681_at	BCL2A1
215037_s_at	BCL2L1
236491_at	BCL2L10
225606_at	BCL2L11
233110_s_at	BCL2L12
226798_at	BCL2L13
221241_s_at	BCL2L14
236979_at	BCL2L15
1555140_a_at	BCL2L2
204908_s_at	BCL3
228758_at	BCL6
242148_at	BCL6B
203795_s_at	BCL7A
202518_at	BCL7B
219072_at	BCL7C
204129_at	BCL9
227616_at	BCL9L
201101_s_at	BCLAF1
220087_at	BCMO1
232449_at	BCO2
223915_at	BCOR
233572_s_at	BCORL1
1562313_at	BCORP1
226602_s_at	BCR
1553591_at	BCRP3
207618_s_at	BCS1L
1570336_at	BDH1
218285_s_at	BDH2
207510_at	BDKRB1
205870_at	BDKRB2
206382_s_at	BDNF
1567361_at	BDNF-AS
224227_s_at	BDP1
214068_at	BEAN1
208946_s_at	BECN1
220795_s_at	BEGAIN
1553842_at	BEND2
227920_at	BEND3
230896_at	BEND4
1558476_at	BEND5
1568820_a_at	BEND6
227341_at	BEND7
207671_s_at	BEST1
207432_at	BEST2
224520_s_at	BEST3
1552296_at	BEST4
202710_at	BET1
223023_at	BET1L
218332_at	BEX1
224367_at	BEX2
215440_s_at	BEX4
229963_at	BEX5
218056_at	BFAR
206746_at	BFSP1
207399_at	BFSP2
1553935_at	BFSP2-AS1
201262_s_at	BGN
213709_at	BHLHB9
228636_at	BHLHE22
234045_x_at	BHLHE23
201170_s_at	BHLHE40
223185_s_at	BHLHE41
206119_at	BHMT
242169_at	BHMT2
213429_at	BICC1
204741_at	BICD1
212702_s_at	BICD2
227143_s_at	BID
205780_at	BIK
214643_x_at	BIN1
219191_s_at	BIN2
1557582_at	BIN3
207287_at	BIN3-IT1
202076_at	BIRC2
230499_at	BIRC3
210334_x_at	BIRC5
224635_s_at	BIRC6
220451_s_at	BIRC7
222761_at	BIVM
232105_at	BLACAT1
201032_at	BLCAP
1555675_at	BLID
206255_at	BLK
205733_at	BLM
202179_at	BLMH
207655_s_at	BLNK
202592_at	BLOC1S1
225049_at	BLOC1S2
228244_at	BLOC1S3
223431_at	BLOC1S4
224892_at	BLOC1S6
203773_x_at	BLVRA
202201_at	BLVRB
210462_at	BLZF1
226530_at	BMF
202701_at	BMP1
208292_at	BMP10
221332_at	BMP15
205290_s_at	BMP2
226853_at	BMP2K
208244_at	BMP3
211518_s_at	BMP4
205431_s_at	BMP5
206176_at	BMP6
211259_s_at	BMP7
220203_at	BMP8A
235275_at	BMP8B
241986_at	BMPER
213578_at	BMPR1A
229975_at	BMPR1B
231873_at	BMPR2
203082_at	BMS1
226802_s_at	BMS1P20
1560047_s_at	BMS1P6
206464_at	BMX
1552487_a_at	BNC1
230722_at	BNC2
37226_at	BNIP1
226280_at	BNIP2
201849_at	BNIP3
221479_s_at	BNIP3L
236534_at	BNIPL
225990_at	BOC
225030_at	BOD1
235009_at	BOD1L1
231368_at	BOD1L2
223349_s_at	BOK
219345_at	BOLA1
231500_s_at	BOLA2
227291_s_at	BOLA3
228430_at	BOLA3-AS1
236954_at	BOLL
216397_s_at	BOP1
219544_at	BORA
220772_at	BPESC1
203502_at	BPGM
205750_at	BPHL
205557_at	BPI
220542_s_at	BPIFA1
237099_at	BPIFA2
240359_at	BPIFA3
1555554_at	BPIFA4P
226067_at	BPIFB1
232698_at	BPIFB2
233523_at	BPIFB4
1555535_at	BPIFB6
1555773_at	BPIFC
1554575_a_at	BPNT1
207186_s_at	BPTF
208331_at	BPY2
243829_at	BRAF
213473_at	BRAP
225437_s_at	BRAT1
211851_x_at	BRCA1
214727_at	BRCA2
229436_x_at	BRCC3
204520_x_at	BRD1
208686_s_at	BRD2
212547_at	BRD3
202103_at	BRD4
221776_s_at	BRD7
221093_at	BRD7P3
202227_s_at	BRD8
220155_s_at	BRD9
206787_at	BRDT
205550_s_at	BRE
1568768_s_at	BRE-AS1
241475_at	BREA2
203754_s_at	BRF1
218954_s_at	BRF2
223376_s_at	BRI3
231810_at	BRI3BP
1553990_at	BRICD5
205818_at	BRINP1
214822_at	BRINP2
217562_at	BRINP3
235609_at	BRIP1
219177_at	BRIX1
224575_at	BRK1
215631_s_at	BRMS1
224484_s_at	BRMS1L
241908_at	BROX
204481_at	BRPF1
1565843_s_at	BRPF3
207369_at	BRS3
1552504_a_at	BRSK1
215010_s_at	BRSK2
225446_at	BRWD1
239602_at	BRWD1-IT2
244738_at	BRWD3
218004_at	BSDC1
208677_s_at	BSG
204586_at	BSN
1564131_a_at	BSN-AS2
237736_at	BSND
222746_s_at	BSPRY
205715_at	BST1
201641_at	BST2
209430_at	BTAF1
217945_at	BTBD1
223174_at	BTBD10
228570_at	BTBD11
1552566_at	BTBD16
230445_at	BTBD17
215349_at	BTBD18
1557049_at	BTBD19
207722_s_at	BTBD2
202946_s_at	BTBD3
225389_at	BTBD6
220297_at	BTBD7
1569693_at	BTBD8
229867_at	BTBD9
241412_at	BTC
204167_at	BTD
211939_x_at	BTF3
226963_at	BTF3L4
208529_at	BTF3P11
200920_s_at	BTG1
201236_s_at	BTG2
213134_x_at	BTG3
220766_at	BTG4
205504_at	BTK
236226_at	BTLA
207395_at	BTN1A1
203944_x_at	BTN2A1
205298_s_at	BTN2A2
208585_at	BTN2A3P
207485_x_at	BTN3A1
209846_s_at	BTN3A2
204821_at	BTN3A3
221457_s_at	BTNL2
217207_s_at	BTNL3
220421_at	BTNL8
228434_at	BTNL9
204901_at	BTRC
209642_at	BUB1
203755_at	BUB1B
201457_x_at	BUB3
224504_s_at	BUD13
205690_s_at	BUD31
228783_at	BVES
232492_at	BVES-AS1
1556378_a_at	BX255923.3
203612_at	BYSL
205839_s_at	BZRAP1
228828_at	BZRAP1-AS1
200776_s_at	BZW1
217809_at	BZW2
209183_s_at	C10orf10
1553630_at	C10orf107
223703_at	C10orf11
244077_at	C10orf113
219844_at	C10orf118
238842_at	C10orf12
1553915_at	C10orf126
228372_at	C10orf128
218590_at	C10orf2
1552422_at	C10orf25
225334_at	C10orf32
226313_at	C10orf35
1556648_a_at	C10orf40
239998_at	C10orf53
225373_at	C10orf54
1557531_a_at	C10orf55
240235_at	C10orf62
1553843_at	C10orf67
232456_at	C10orf71
237244_at	C10orf71-AS1
218891_at	C10orf76
231609_at	C10orf82
236855_at	C10orf85
219240_s_at	C10orf88
1564198_a_at	C10orf90
1553880_at	C10orf91
220152_at	C10orf95
227736_at	C10orf99
222785_x_at	C11orf1
220344_at	C11orf16
220560_at	C11orf21
52164_at	C11orf24
222806_s_at	C11orf30
228331_at	C11orf31
236050_at	C11orf35
1553086_at	C11orf40
1553895_at	C11orf42
1553417_at	C11orf44
1553787_at	C11orf45
221637_s_at	C11orf48
203257_s_at	C11orf49
1554188_at	C11orf53
223268_at	C11orf54
218314_s_at	C11orf57
201784_s_at	C11orf58
1555787_at	C11orf63
1552988_at	C11orf65
221534_at	C11orf68
224463_s_at	C11orf70
218789_s_at	C11orf71
1553438_at	C11orf72
230326_s_at	C11orf73
228249_at	C11orf74
204922_at	C11orf80
228281_at	C11orf82
229099_at	C11orf83
227292_at	C11orf84
231210_at	C11orf85
233938_at	C11orf86
236532_at	C11orf87
1568606_at	C11orf88
240029_at	C11orf94
218641_at	C11orf95
1568616_a_at	C11orf96
243803_at	C11orf97
218220_at	C12orf10
224759_s_at	C12orf23
228378_at	C12orf29
229778_at	C12orf39
218374_s_at	C12orf4
1561721_a_at	C12orf40
239977_at	C12orf42
219022_at	C12orf43
226349_at	C12orf45
222767_s_at	C12orf49
219099_at	C12orf5
238219_at	C12orf50
240354_at	C12orf54
1560426_at	C12orf55
236840_at	C12orf56
224719_s_at	C12orf57
229888_at	C12orf60
1557312_at	C12orf61
223476_s_at	C12orf65
235026_at	C12orf66
229626_at	C12orf68
226927_at	C12orf73
1556514_at	C12orf74
225105_at	C12orf75
1556299_s_at	C12orf76
239691_at	C12orf77
1564150_a_at	C12orf79
1560277_a_at	C12orf80
239553_at	C13orf45
202563_at	C14orf1
220084_at	C14orf105
223060_at	C14orf119
218820_at	C14orf132
223273_at	C14orf142
218298_s_at	C14orf159
240320_at	C14orf164
217768_at	C14orf166
219526_at	C14orf169
1564816_at	C14orf178
1558420_at	C14orf180
237460_x_at	C14orf182
1564785_at	C14orf183
210532_s_at	C14orf2
243061_at	C14orf23
235369_at	C14orf28
1557176_a_at	C14orf37
1561985_at	C14orf39
1559097_at	C14orf64
213512_at	C14orf79
228558_at	C14orf80
219009_at	C14orf93
1552950_at	C15orf26
1552400_a_at	C15orf27
1553482_at	C15orf32
1556588_at	C15orf37
228666_at	C15orf38
204495_s_at	C15orf39
1552310_at	C15orf40
232507_at	C15orf41
240876_x_at	C15orf43
223484_at	C15orf48
227272_at	C15orf52
1562367_at	C15orf54
239470_at	C15orf56
1560814_a_at	C15orf57
230475_at	C15orf59
240689_at	C15orf60
229742_at	C15orf61
1569065_s_at	C15orf62
243309_at	C15orf65
1553826_a_at	C16orf11
1554466_a_at	C16orf13
207615_s_at	C16orf3
212736_at	C16orf45
230281_at	C16orf46
230296_at	C16orf52
1559584_a_at	C16orf54
217891_at	C16orf58
219556_at	C16orf59
203173_s_at	C16orf62
223440_at	C16orf70
222089_s_at	C16orf71
228373_at	C16orf72
227806_at	C16orf74
240209_at	C16orf78
217957_at	C16orf80
231076_at	C16orf82
231153_at	C16orf86
242555_at	C16orf87
229177_at	C16orf89
225749_at	C16orf91
1557162_at	C16orf92
231300_at	C16orf93
223745_at	C16orf95
244497_at	C16orf98
229071_at	C17orf100
226657_at	C17orf103
1564075_a_at	C17orf104
231453_at	C17orf105
1554662_at	C17orf47
237929_at	C17orf50
228146_at	C17orf51
219879_s_at	C17orf53
226901_at	C17orf58
219417_s_at	C17orf59
218130_at	C17orf62
1555985_at	C17orf64
1553378_a_at	C17orf66
236863_at	C17orf67
225322_s_at	C17orf70
232972_at	C17orf72
240082_s_at	C17orf74
203830_at	C17orf75
1553298_at	C17orf77
1553486_a_at	C17orf78
223351_at	C17orf80
1555478_at	C17orf82
218896_s_at	C17orf85
225967_s_at	C17orf89
228066_at	C17orf96
229238_at	C17orf97
244316_at	C17orf98
236981_at	C17orf99
1553087_at	C18orf12
1553435_at	C18orf15
223526_at	C18orf21
217508_s_at	C18orf25
243506_at	C18orf42
1553652_a_at	C18orf54
228989_at	C18orf56
243721_at	C18orf61
221190_s_at	C18orf8
216483_s_at	C19orf10
223983_s_at	C19orf12
236847_at	C19orf18
221587_s_at	C19orf24
226378_s_at	C19orf25
1552354_at	C19orf26
223631_s_at	C19orf33
214816_x_at	C19orf40
230213_at	C19orf43
232730_at	C19orf44
241842_x_at	C19orf45
1554475_a_at	C19orf47
231901_at	C19orf52
217926_at	C19orf53
222052_at	C19orf54
1553162_x_at	C19orf55
206901_at	C19orf57
235568_at	C19orf59
218958_at	C19orf60
53720_at	C19orf66
238866_at	C19orf68
225823_at	C19orf70
220151_at	C19orf73
220437_at	C19orf80
230814_at	C19orf81
1557114_a_at	C19orf82
1569086_at	C19orf83
1560830_a_at	C19orf84
200056_s_at	C1D
219439_at	C1GALT1
219283_at	C1GALT1C1
237603_at	C1orf100
240771_at	C1orf101
214357_at	C1orf105
219010_at	C1orf106
218712_at	C1orf109
1554960_at	C1orf110
231163_at	C1orf111
220840_s_at	C1orf112
230159_at	C1orf115
228865_at	C1orf116
225480_at	C1orf122
203197_s_at	C1orf123
1553444_a_at	C1orf127
226242_at	C1orf131
228528_at	C1orf132
1560554_a_at	C1orf145
231549_at	C1orf158
219337_at	C1orf159
228532_at	C1orf162
231073_at	C1orf168
236058_at	C1orf172
222000_at	C1orf174
1557016_a_at	C1orf177
1563743_at	C1orf180
230381_at	C1orf186
231077_at	C1orf192
231044_at	C1orf194
223063_at	C1orf198
1559638_at	C1orf200
1556633_at	C1orf204
223126_s_at	C1orf21
1554246_at	C1orf210
229086_at	C1orf213
212791_at	C1orf216
1563876_at	C1orf220
215788_at	C1orf222
227019_at	C1orf226
238367_s_at	C1orf228
227185_at	C1orf233
231551_at	C1orf234
218721_s_at	C1orf27
219063_at	C1orf35
1555225_at	C1orf43
219406_at	C1orf50
239038_at	C1orf52
1558508_a_at	C1orf53
219506_at	C1orf54
223459_s_at	C1orf56
205103_at	C1orf61
229381_at	C1orf64
1552391_at	C1orf65
216701_at	C1orf68
229933_at	C1orf74
1558693_s_at	C1orf85
229113_s_at	C1orf86
236710_at	C1orf87
231514_at	C1orf94
232104_at	C1orf95
218232_at	C1QA
202953_at	C1QB
214214_s_at	C1QBP
225353_s_at	C1QC
214346_at	C1QL1
224197_s_at	C1QTNF1
237313_at	C1QTNF1-AS1
223749_at	C1QTNF2
220988_s_at	C1QTNF3
223708_at	C1QTNF4
242444_at	C1QTNF6
223877_at	C1QTNF7
1554233_at	C1QTNF9
222277_at	C1QTNF9B-AS1
212067_s_at	C1R
218983_at	C1RL
1560320_a_at	C1RL-AS1
208747_s_at	C1S
1554533_at	C2
225224_at	C20orf112
231360_at	C20orf141
231522_at	C20orf144
232892_at	C20orf166
1553205_at	C20orf166-AS1
233143_at	C20orf173
1567036_at	C20orf181
225825_at	C20orf194
220426_at	C20orf195
235064_s_at	C20orf196
1553311_at	C20orf197
1556266_a_at	C20orf202
1556721_at	C20orf203
240453_at	C20orf26
50314_i_at	C20orf27
233584_at	C20orf62
237793_at	C20orf78
229542_at	C20orf85
231905_at	C20orf96
227424_x_at	C21orf119
1553282_at	C21orf128
1558589_at	C21orf15
221975_s_at	C21orf2
202217_at	C21orf33
240801_at	C21orf37
1557782_s_at	C21orf49
1559439_s_at	C21orf58
218123_at	C21orf59
223923_at	C21orf62
1555627_s_at	C21orf67
1555231_a_at	C21orf88
1554954_at	C21orf90
220941_s_at	C21orf91
1563346_at	C21orf91-OT1
1558333_at	C22orf15
223706_at	C22orf23
207701_at	C22orf24
220681_at	C22orf26
219560_at	C22orf29
206839_at	C22orf31
235839_at	C22orf34
227086_at	C22orf39
1555991_s_at	C22orf42
219309_at	C22orf46
212875_s_at	C2CD2
204757_s_at	C2CD2L
36552_at	C2CD3
241031_at	C2CD4A
229306_at	C2CD4B
230819_at	C2CD4C
212943_at	C2CD5
224000_at	C2orf16
206611_at	C2orf27A
223623_at	C2orf40
219128_at	C2orf42
222193_at	C2orf43
219120_at	C2orf44
219176_at	C2orf47
219662_at	C2orf49
1563814_at	C2orf50
237319_at	C2orf53
220149_at	C2orf54
238187_at	C2orf57
1553460_at	C2orf61
238768_at	C2orf68
238974_at	C2orf69
231126_at	C2orf70
1556312_at	C2orf71
213148_at	C2orf72
231081_at	C2orf73
227840_at	C2orf76
241998_at	C2orf80
236070_at	C2orf81
230244_at	C2orf82
208265_at	C2orf83
223754_at	C2orf88
217767_at	C3
209906_at	C3AR1
219288_at	C3orf14
225281_at	C3orf17
219114_at	C3orf18
224273_at	C3orf20
237894_at	C3orf22
208440_at	C3orf27
1553146_at	C3orf30
1554176_a_at	C3orf33
237368_at	C3orf35
221175_at	C3orf36
1569129_s_at	C3orf38
1559429_a_at	C3orf43
1553805_at	C3orf49
219474_at	C3orf52
1558552_s_at	C3orf55
1562762_at	C3orf56
235853_at	C3orf58
1569374_at	C3orf62
1563207_at	C3orf65
239697_x_at	C3orf67
235562_at	C3orf70
1555839_a_at	C3orf79
236738_at	C3orf80
231691_at	C3P1
205654_at	C4BPA
208209_s_at	C4BPB
223990_at	C4orf17
235350_at	C4orf19
231565_at	C4orf22
236984_at	C4orf26
218646_at	C4orf27
219980_at	C4orf29
224604_at	C4orf3
227856_at	C4orf32
1552370_at	C4orf33
1552919_at	C4orf36
1553838_at	C4orf45
235088_at	C4orf46
237585_at	C4orf47
229860_x_at	C4orf48
207241_at	C4orf6
205500_at	C5
220088_at	C5AR1
221149_at	C5AR2
203024_s_at	C5orf15
1552954_at	C5orf17
1565939_at	C5orf22
1553107_s_at	C5orf24
239380_at	C5orf27
1557828_a_at	C5orf28
221823_at	C5orf30
229886_at	C5orf34
219381_at	C5orf42
220341_s_at	C5orf45
1554195_a_at	C5orf46
1557057_a_at	C5orf47
239722_at	C5orf49
238809_at	C5orf51
220770_s_at	C5orf54
235219_at	C5orf55
230405_at	C5orf56
237955_at	C5orf58
244761_at	C5orf63
1553426_at	C5orf64
220375_s_at	C5orf66
236444_x_at	C5orf66-AS1
210168_at	C6
226306_at	C6orf1
207523_at	C6orf10
217925_s_at	C6orf106
232777_s_at	C6orf118
221787_at	C6orf120
207698_at	C6orf123
238028_at	C6orf132
227455_at	C6orf136
1552575_a_at	C6orf141
221100_at	C6orf15
242446_at	C6orf163
230506_at	C6orf164
230273_at	C6orf165
1553363_at	C6orf195
231642_at	C6orf201
223576_at	C6orf203
218195_at	C6orf211
230944_at	C6orf223
228458_at	C6orf226
221342_at	C6orf25
204968_at	C6orf47
220755_s_at	C6orf48
243943_x_at	C6orf52
238504_at	C6orf57
238385_at	C6orf58
208809_s_at	C6orf62
224977_at	C6orf89
230487_at	C6orf99
202992_at	C7
223630_at	C7orf13
47083_at	C7orf26
229146_at	C7orf31
1553927_at	C7orf33
231435_at	C7orf34
220659_s_at	C7orf43
224478_s_at	C7orf50
226780_s_at	C7orf55
1557636_a_at	C7orf57
228149_at	C7orf60
229913_at	C7orf61
231441_at	C7orf62
1554919_s_at	C7orf63
221172_at	C7orf69
1559627_at	C7orf71
224758_at	C7orf73
206305_s_at	C8A
206979_at	C8B
210324_at	C8G
1552448_a_at	C8orf12
208266_at	C8orf17
235981_at	C8orf22
1552793_at	C8orf31
222551_s_at	C8orf33
231380_at	C8orf34
244569_at	C8orf37
218541_s_at	C8orf4
220216_at	C8orf44
228695_at	C8orf46
236634_at	C8orf48
1564315_at	C8orf49
227263_at	C8orf58
1555241_at	C8orf59
220712_at	C8orf60
1563654_at	C8orf66
1569245_at	C8orf74
225702_at	C8orf76
226710_at	C8orf82
228107_at	C8orf88
206727_at	C9
222674_at	C9orf114
59437_at	C9orf116
1557866_at	C9orf117
230985_at	C9orf131
236519_at	C9orf135
236071_at	C9orf135-AS1
226070_at	C9orf142
229964_at	C9orf152
47530_at	C9orf156
222165_x_at	C9orf16
1553642_at	C9orf163
1569144_a_at	C9orf169
1566908_at	C9orf173
229012_at	C9orf24
212848_s_at	C9orf3
223390_at	C9orf37
208077_at	C9orf38
222781_s_at	C9orf40
228324_at	C9orf41
1554280_a_at	C9orf43
1564274_at	C9orf47
230335_at	C9orf50
220505_at	C9orf53
240316_at	C9orf57
1553919_at	C9orf62
223697_x_at	C9orf64
1552757_s_at	C9orf66
224962_at	C9orf69
1553133_at	C9orf72
218116_at	C9orf78
233504_at	C9orf84
235866_at	C9orf85
223398_at	C9orf89
220050_at	C9orf9
221865_at	C9orf91
1554787_at	C9orf96
205949_at	CA1
220889_s_at	CA10
