probe	gene
1566901_at	TGIF1
218724_s_at	TGIF2
233178_at	TGIF2LY
206008_at	TGM1
201042_at	TGM2
206004_at	TGM3
206260_at	TGM4
207911_s_at	TGM5
233983_at	TGM6
237288_at	TGM7
1554608_at	TGOLN2
238346_s_at	TGS1
208291_s_at	TH
1554493_s_at	THADA
219292_at	THAP1
219596_at	THAP10
212910_at	THAP11
223588_at	THAP2
217658_at	THAP3
224057_s_at	THAP4
244190_at	THAP5
230169_at	THAP6
218492_s_at	THAP7
239015_at	THAP7-AS1
228500_at	THAP8
230185_at	THAP9
215009_s_at	THAP9-AS1
203887_s_at	THBD
235086_at	THBS1
203083_at	THBS2
209561_at	THBS3
204776_at	THBS4
220808_at	THEG
242084_at	THEG5
243492_at	THEM4
1562490_at	THEM5
218500_at	THEM6
1558972_s_at	THEMIS
207571_x_at	THEMIS2
219122_s_at	THG1L
219800_s_at	THNSL1
239949_at	THNSL2
204064_at	THOC1
212994_at	THOC2
209418_s_at	THOC5
218848_at	THOC6
229525_at	THOC7
203235_at	THOP1
211831_s_at	THPO
35846_at	THRA
222439_s_at	THRAP3
229657_at	THRB
229477_at	THRSP
226506_at	THSD4
230008_at	THSD7A
232327_at	THSD7B
218540_at	THTPA
213025_at	THUMPD1
219248_at	THUMPD2
225730_s_at	THUMPD3
232052_at	THUMPD3-AS1
208850_s_at	THY1
218491_s_at	THYN1
201449_at	TIA1
1560553_at	TIAF1
202406_s_at	TIAL1
206409_at	TIAM1
219950_s_at	TIAM2
213191_at	TICAM1
232475_at	TICRR
1560657_at	TIE1
226117_at	TIFA
236673_at	TIFAB
1553099_at	TIGD1
229983_at	TIGD2
229789_at	TIGD3
1552522_at	TIGD4
229758_at	TIGD5
220986_s_at	TIGD6
224365_s_at	TIGD7
240070_at	TIGIT
1552280_at	TIMD4
203046_s_at	TIMELESS
218408_at	TIMM10
217981_s_at	TIMM10B
218188_s_at	TIMM13
215171_s_at	TIMM17A
1559909_a_at	TIMM17B
223181_at	TIMM21
222841_s_at	TIMM22
218119_at	TIMM23
203093_s_at	TIMM44
224913_s_at	TIMM50
205217_at	TIMM8A
218357_s_at	TIMM8B
218316_at	TIMM9
223004_s_at	TIMMDC1
201666_at	TIMP1
231579_s_at	TIMP2
201147_s_at	TIMP3
206243_at	TIMP4
231154_x_at	TINAG
219058_x_at	TINAGL1
229385_s_at	TINCR
224809_x_at	TINF2
212665_at	TIPARP
1556829_at	TIPARP-AS1
219258_at	TIPIN
1553677_a_at	TIPRL
239796_x_at	TIRAP
47608_at	TJAP1
202011_at	TJP1
232017_at	TJP2
213412_at	TJP3
1554408_a_at	TK1
204277_s_at	TK2
208699_x_at	TKT
216370_s_at	TKTL1
223829_at	TKTL2
227804_at	TLCD1
241359_at	TLCD2
221843_s_at	TLDC1
233829_at	TLDC2
228284_at	TLE1
40837_at	TLE2
206472_s_at	TLE3
214688_at	TLE4
1553812_at	TLE6
202606_s_at	TLK1
212997_s_at	TLK2
1555071_at	TLL1
208027_s_at	TLL2
236132_at	TLN1
212703_at	TLN2
210176_at	TLR1
223751_x_at	TLR10
204924_at	TLR2
206271_at	TLR3
232068_s_at	TLR4
210166_at	TLR5
239021_at	TLR6
222952_s_at	TLR7
229560_at	TLR8
1562805_at	TLR8-AS1
223903_at	TLR9
207179_at	TLX1
211049_at	TLX2
208495_at	TLX3
212963_at	TM2D1
224413_s_at	TM2D2
221702_s_at	TM2D3
209386_at	TM4SF1
230061_at	TM4SF18
220639_at	TM4SF20
209937_at	TM4SF4
206242_at	TM4SF5
219892_at	TM6SF1
233403_x_at	TM6SF2
210130_s_at	TM7SF2
222477_s_at	TM7SF3
209150_s_at	TM9SF1
201078_at	TM9SF2
228610_at	TM9SF3
212194_s_at	TM9SF4
218513_at	TMA16
221791_s_at	TMA7
217730_at	TMBIM1
223892_s_at	TMBIM4
200803_s_at	TMBIM6
1564591_a_at	TMC1
1553019_at	TMC2
226403_at	TMC4
240304_s_at	TMC5
204328_at	TMC6
220021_at	TMC7
227353_at	TMC8
213349_at	TMCC1
1558481_s_at	TMCC1-AS1
213096_at	TMCC2
235146_at	TMCC3
208716_s_at	TMCO1
231264_at	TMCO2
230317_x_at	TMCO3
227007_at	TMCO4
1553636_at	TMCO5A
243406_at	TMCO5B
221096_s_at	TMCO6
203679_at	TMED1
212352_s_at	TMED10
200087_s_at	TMED2
208837_at	TMED3
1558053_s_at	TMED4
239283_at	TMED5
236430_at	TMED6
225343_at	TMED8
208757_at	TMED9
224321_at	TMEFF2
219230_at	TMEM100
225004_at	TMEM101
230633_at	TMEM102
220097_s_at	TMEM104
1561243_at	TMEM105
234580_at	TMEM106A
222787_s_at	TMEM106B
201764_at	TMEM106C
224496_s_at	TMEM107
223524_s_at	TMEM108
201361_at	TMEM109
203437_at	TMEM11
213851_at	TMEM110
231462_at	TMEM114
216267_s_at	TMEM115
227172_at	TMEM116
223594_at	TMEM117
227300_at	TMEM119
223482_at	TMEM120A
219154_at	TMEM120B
222914_s_at	TMEM121
211967_at	TMEM123
225822_at	TMEM125
223334_at	TMEM126A
221622_s_at	TMEM126B
219460_s_at	TMEM127
225462_at	TMEM128
225588_s_at	TMEM129
238426_at	TMEM130
212507_at	TMEM131
222758_s_at	TMEM132A
236468_at	TMEM132B
232313_at	TMEM132C
236377_at	TMEM132D
243708_at	TMEM132E
223595_at	TMEM133
218531_at	TMEM134
222209_s_at	TMEM135
230186_at	TMEM136
223113_at	TMEM138
229634_at	TMEM139
218999_at	TMEM140
225568_at	TMEM141
222905_s_at	TMEM143
228624_at	TMEM144
1553479_at	TMEM145
202475_at	TMEM147
218477_at	TMEM14A
223133_at	TMEM14B
223106_at	TMEM14C
226239_at	TMEM150A
1570225_at	TMEM150B
231923_at	TMEM150C
235614_at	TMEM151A
213678_at	TMEM151B
238063_at	TMEM154
230137_at	TMEM155
241844_x_at	TMEM156
213338_at	TMEM158
213272_s_at	TMEM159
219219_at	TMEM160
218745_x_at	TMEM161A
238783_at	TMEM161B
229815_at	TMEM161B-AS1
223503_at	TMEM163
223202_s_at	TMEM164
222515_x_at	TMEM165
226276_at	TMEM167A
222495_at	TMEM167B
218962_s_at	TMEM168
228981_at	TMEM169
1557137_at	TMEM17
228505_s_at	TMEM170A
235798_at	TMEM170B
1553559_at	TMEM171
224929_at	TMEM173
231623_at	TMEM174
223462_at	TMEM175
218345_at	TMEM176A
236348_at	TMEM176B
218897_at	TMEM177
229302_at	TMEM178A
231143_at	TMEM178B
231216_at	TMEM179
228089_x_at	TMEM179B
225489_at	TMEM18
219745_at	TMEM180
225127_at	TMEM181
238867_at	TMEM182
1558281_a_at	TMEM184A
202027_at	TMEM184B
219074_at	TMEM184C
231326_s_at	TMEM185A
227604_at	TMEM185B
204676_at	TMEM186
204340_at	TMEM187
229126_at	TMEM19
1552594_at	TMEM190
223628_at	TMEM191A
226589_at	TMEM192
212621_at	TMEM194A
238014_at	TMEM194B
1552293_at	TMEM196
227890_at	TMEM198
1557124_at	TMEM198B
218113_at	TMEM2
234994_at	TMEM200A
238128_at	TMEM200C
227617_at	TMEM201
225052_at	TMEM203
222865_x_at	TMEM204
225003_at	TMEM205
218814_s_at	TMEM206
237639_at	TMEM207
221597_s_at	TMEM208
235158_at	TMEM209
217016_x_at	TMEM212
239593_at	TMEM213
217899_at	TMEM214
223305_at	TMEM216
237016_at	TMEM217
226073_at	TMEM218
224981_at	TMEM219
229693_at	TMEM220
239128_at	TMEM221
221512_at	TMEM222
220934_s_at	TMEM223
244460_at	TMEM225
1558177_at	TMEM229B
224584_at	TMEM230
64900_at	TMEM231
239776_at	TMEM232
223676_at	TMEM234
1564040_a_at	TMEM235
1553956_at	TMEM237
229938_at	TMEM238
1554041_at	TMEM239
244495_x_at	TMEM241
222638_s_at	TMEM242
204215_at	TMEM243
223006_s_at	TMEM245
224458_at	TMEM246
218008_at	TMEM248
238514_at	TMEM25
213246_at	TMEM251
1553809_a_at	TMEM252
222545_s_at	TMEM254
232294_at	TMEM254-AS1
219895_at	TMEM255A
238226_at	TMEM255B
227063_at	TMEM256
206711_at	TMEM257
218213_s_at	TMEM258
212574_x_at	TMEM259
1555025_at	TMEM26
225675_at	TMEM260
224879_at	TMEM261
223784_at	TMEM27
232591_s_at	TMEM30A
230471_at	TMEM30B
231569_at	TMEM31
238831_at	TMEM33
219685_at	TMEM35
1554485_s_at	TMEM37
222896_at	TMEM38A
222736_s_at	TMEM38B
218615_s_at	TMEM39A
218770_s_at	TMEM39B
222892_s_at	TMEM40
235037_at	TMEM41A
212622_at	TMEM41B
226361_at	TMEM42
222418_s_at	TMEM43
228054_at	TMEM44
229754_at	TMEM44-AS1
219410_at	TMEM45A
230323_s_at	TMEM45B
209655_s_at	TMEM47
204808_s_at	TMEM5
217766_s_at	TMEM50A
225182_at	TMEM50B
218815_s_at	TMEM51
239120_at	TMEM51-AS1
230467_at	TMEM52
236646_at	TMEM52B
230647_at	TMEM53
225536_at	TMEM54
226338_at	TMEM55A
225287_s_at	TMEM55B
234980_at	TMEM56
218562_s_at	TMEM57
200620_at	TMEM59
219005_at	TMEM59L
223396_at	TMEM60
230822_at	TMEM61
218776_s_at	TMEM62
202699_s_at	TMEM63A
225271_at	TMEM63B
227733_at	TMEM63C
225974_at	TMEM64
238045_at	TMEM65
200847_s_at	TMEM66
238229_at	TMEM67
227936_at	TMEM68
223335_at	TMEM69
219449_s_at	TMEM70
238429_at	TMEM71
1558323_at	TMEM72
1563632_at	TMEM72-AS1
1552521_a_at	TMEM74
219958_at	TMEM74B
1559611_at	TMEM75
223544_at	TMEM79
65630_at	TMEM80
227570_at	TMEM86A
229736_at	TMEM86B
212204_at	TMEM87A
225412_at	TMEM87B
229452_at	TMEM88
221882_s_at	TMEM8A
207839_s_at	TMEM8B
222988_s_at	TMEM9
229957_at	TMEM91
235245_at	TMEM92
1560281_a_at	TMEM95
212282_at	TMEM97
223170_at	TMEM98
226565_at	TMEM99
218065_s_at	TMEM9B
214948_s_at	TMF1
1553600_at	TMIE
244716_x_at	TMIGD2
222744_s_at	TMLHE
1560797_s_at	TMLHE-AS1
203662_s_at	TMOD1
226186_at	TMOD2
242316_at	TMOD3
209753_s_at	TMPO
227578_at	TMPO-AS1
1560712_at	TMPRSS11B
207602_at	TMPRSS11D
220431_at	TMPRSS11E
1569176_at	TMPRSS12
223659_at	TMPRSS13
207638_at	TMPRSS15
1570433_at	TMPRSS2
223949_at	TMPRSS3
218960_at	TMPRSS4
221032_s_at	TMPRSS5
234367_x_at	TMPRSS6
217733_s_at	TMSB10
216438_s_at	TMSB4X
206769_at	TMSB4Y
244506_at	TMTC1
228574_at	TMTC2
226604_at	TMTC3
1554101_a_at	TMTC4
223153_x_at	TMUB1
218419_s_at	TMUB2
209476_at	TMX1
201175_at	TMX2
1552822_at	TMX3
201581_at	TMX4
1555707_at	TNAP
201645_at	TNC
207113_s_at	TNF
201208_s_at	TNFAIP1
202510_s_at	TNFAIP2
202644_s_at	TNFAIP3
206025_s_at	TNFAIP6
210260_s_at	TNFAIP8
227420_at	TNFAIP8L1
223583_at	TNFAIP8L2
1552648_a_at	TNFRSF10A
209294_x_at	TNFRSF10B
211163_s_at	TNFRSF10C
227345_at	TNFRSF10D
238846_at	TNFRSF11A
204932_at	TNFRSF11B
218368_s_at	TNFRSF12A
207641_at	TNFRSF13B
1552892_at	TNFRSF13C
209354_at	TNFRSF14
206641_at	TNFRSF17
224553_s_at	TNFRSF18
227812_at	TNFRSF19
207643_s_at	TNFRSF1A
203508_at	TNFRSF1B
218856_at	TNFRSF21
219423_x_at	TNFRSF25
208023_at	TNFRSF4
206729_at	TNFRSF8
211786_at	TNFRSF9
202688_at	TNFSF10
210643_at	TNFSF11
210314_x_at	TNFSF13
223502_s_at	TNFSF13B
207907_at	TNFSF14
229242_at	TNFSF15
221371_at	TNFSF18
207426_s_at	TNFSF4
241819_at	TNFSF8
206907_at	TNFSF9
213107_at	TNIK
207196_s_at	TNIP1
48531_at	TNIP2
220655_at	TNIP3
217149_x_at	TNK1
1555557_a_at	TNK2
1565784_at	TNK2-AS1
202561_at	TNKS
224792_at	TNKS1BP1
218228_s_at	TNKS2
220065_at	TNMD
215271_at	TNN
209904_at	TNNC1
205388_at	TNNC2
205177_at	TNNI1
206393_at	TNNI2
205742_at	TNNI3
241858_at	TNNI3K
213201_s_at	TNNT1
215389_s_at	TNNT2
1569986_x_at	TNNT3
206568_at	TNP1
207736_s_at	TNP2
209226_s_at	TNPO1
210585_s_at	TNPO2
214550_s_at	TNPO3
206990_at	TNR
229257_at	TNRC18
224704_at	TNRC6A
238468_at	TNRC6B
1561041_at	TNRC6C
239062_at	TNRC6C-AS1
221748_s_at	TNS1
217853_at	TNS3
230398_at	TNS4
1565242_at	TNXB
202704_at	TOB1
241405_at	TOB1-AS1
222243_s_at	TOB2
204080_at	TOE1
233881_s_at	TOLLIP
1555865_at	TOLLIP-AS1
202807_s_at	TOM1
204485_s_at	TOM1L1
226198_at	TOM1L2
200662_s_at	TOMM20
217960_s_at	TOMM22
201870_at	TOMM34
202264_s_at	TOMM40
226059_at	TOMM40L
228053_s_at	TOMM5
201512_s_at	TOMM70A
1558329_at	TONSL
208901_s_at	TOP1
225802_at	TOP1MT
1566833_x_at	TOP1P2
201291_s_at	TOP2A
211987_at	TOP2B
204946_s_at	TOP3A
215781_s_at	TOP3B
202633_at	TOPBP1
204071_s_at	TOPORS
78383_at	TOPORS-AS1
202349_at	TOR1A
212409_s_at	TOR1AIP1
230321_at	TOR1AIP2
209593_s_at	TOR1B
244155_x_at	TOR2A
218459_at	TOR3A
229708_at	TOR4A
204529_s_at	TOX
228737_at	TOX2
216623_x_at	TOX3
201685_s_at	TOX4
211300_s_at	TP53
223920_s_at	TP53AIP1
203050_at	TP53BP1
203120_at	TP53BP2
203421_at	TP53I11
225605_at	TP53I13
210609_s_at	TP53I3
225912_at	TP53INP1
224836_at	TP53INP2
225402_at	TP53RK
210886_x_at	TP53TG1
207482_at	TP53TG5
209863_s_at	TP63
1554379_a_at	TP73
213340_s_at	TP73-AS1
203476_at	TPBG
237393_at	TPBGL
1557186_s_at	TPCN1
229251_s_at	TPCN2
236655_at	TPD52
203786_s_at	TPD52L1
201379_s_at	TPD52L2
240051_at	TPD52L3
227903_x_at	TPGS1
213616_at	TPGS2
231626_at	TPH1
1555332_at	TPH2
210050_at	TPI1
221218_s_at	TPK1
206117_at	TPM1
229911_at	TPM2
238065_at	TPM3
212481_s_at	TPM4
238272_at	TPMT
210342_s_at	TPO
214196_s_at	TPP1
1569857_s_at	TPP2
227643_at	TPPP
231140_at	TPPP2
218876_at	TPPP3
228709_at	TPR
218855_at	TPRA1
224871_at	TPRG1L
219030_at	TPRKB
225891_at	TPRN
239061_at	TPRXL
215382_x_at	TPSAB1
207134_x_at	TPSB2
214568_at	TPSD1
220339_s_at	TPSG1
204140_at	TPST1
204079_at	TPST2
212284_x_at	TPT1
227710_s_at	TPT1-AS1
208588_at	TPT1P8
220205_at	TPTE
1556876_s_at	TPTE2P2
240409_at	TPTE2P5
233675_s_at	TPTE2P6
243952_at	TPTEP1
210052_s_at	TPX2
229574_at	TRA2A
210180_s_at	TRA2B
221807_s_at	TRABD
227867_at	TRABD2A
230920_at	TRABD2B
209670_at	TRAC
205641_s_at	TRADD
205599_at	TRAF1
204413_at	TRAF2
221571_at	TRAF3
214458_at	TRAF3IP1
202987_at	TRAF3IP2
230589_at	TRAF3IP2-AS1
213888_s_at	TRAF3IP3
211899_s_at	TRAF4
204352_at	TRAF5
205558_at	TRAF6
223031_s_at	TRAF7
35254_at	TRAFD1
205598_at	TRAIP
214924_s_at	TRAK1
202125_s_at	TRAK2
201398_s_at	TRAM1
244334_at	TRAM1L1
202369_s_at	TRAM2
227298_at	TRAM2-AS1
213261_at	TRANK1
201391_at	TRAP1
225294_s_at	TRAPPC1
1555446_s_at	TRAPPC10
218179_s_at	TRAPPC11
203122_at	TRAPPC12
236526_x_at	TRAPPC13
219351_at	TRAPPC2
238627_at	TRAPPC2L
203511_s_at	TRAPPC3
232368_at	TRAPPC3L
217958_at	TRAPPC4
225870_s_at	TRAPPC5
204985_s_at	TRAPPC6A
225537_at	TRAPPC6B
207305_s_at	TRAPPC8
221836_s_at	TRAPPC9
217147_s_at	TRAT1
211667_x_at	TRAV12-2
215797_at	TRAV8-3
210915_x_at	TRBC1
241133_at	TRBV27
206308_at	TRDMT1
222919_at	TRDN
234440_at	TRDV3
207378_at	TREH
219434_at	TREM1
219725_at	TREM2
1555659_a_at	TREML1
219748_at	TREML2
1557444_at	TREML3P
1567558_at	TREML4
1567624_at	TREML5P
229016_s_at	TRERF1
205875_s_at	TREX1
211788_s_at	TREX2
239237_at	TRG-AS1
206622_at	TRH
219937_at	TRHDE
1560698_a_at	TRHDE-AS1
211438_at	TRHR
218403_at	TRIAP1
202241_at	TRIB1
202479_s_at	TRIB2
218145_at	TRIB3
205151_s_at	TRIL
210578_at	TRIM10
238797_at	TRIM11
203659_s_at	TRIM13
203148_s_at	TRIM14
36742_at	TRIM15
204341_at	TRIM16
1559681_a_at	TRIM16L
220279_at	TRIM17
202341_s_at	TRIM2
204804_at	TRIM21
213293_s_at	TRIM22
210994_x_at	TRIM23
204391_x_at	TRIM24
224806_at	TRIM25
202702_at	TRIM26
210541_s_at	TRIM27
200990_at	TRIM28
211002_s_at	TRIM29
213885_at	TRIM3
208170_s_at	TRIM31
203846_at	TRIM32
210266_s_at	TRIM33
227102_at	TRIM35
219736_at	TRIM36
213009_s_at	TRIM37
203610_s_at	TRIM38
223384_s_at	TRIM4
1553079_at	TRIM40
226445_s_at	TRIM41
1553620_at	TRIM42
217759_at	TRIM44
219923_at	TRIM45
220909_at	TRIM46
225868_at	TRIM47
220534_at	TRIM48
223830_s_at	TRIM5
1556554_at	TRIM50
223975_at	TRIM51
221897_at	TRIM52
228664_at	TRIM52-AS1
233669_s_at	TRIM54
232721_at	TRIM55
231876_at	TRIM56
215047_at	TRIM58
227801_at	TRIM59
223599_at	TRIM6
240342_at	TRIM61
219272_at	TRIM62
236972_at	TRIM63
239374_at	TRIM65
213748_at	TRIM66
219405_at	TRIM68
1568592_at	TRIM69
239694_at	TRIM7
1554803_s_at	TRIM72
1554250_s_at	TRIM73
232464_at	TRIM78P
221012_s_at	TRIM8
209859_at	TRIM9
1557677_a_at	TRIML1
1552580_at	TRIML2
209010_s_at	TRIO
1552332_at	TRIOBP
202734_at	TRIP10
236160_at	TRIP11
201546_at	TRIP12
204033_at	TRIP13
203732_at	TRIP4
209129_at	TRIP6
224158_s_at	TRIQK
218617_at	TRIT1
210463_x_at	TRMT1
242442_x_at	TRMT10A
240166_x_at	TRMT10B
223267_at	TRMT10C
218877_s_at	TRMT11
217774_s_at	TRMT112
219299_at	TRMT12
232489_at	TRMT13
220992_s_at	TRMT1L
218475_at	TRMT2A
205238_at	TRMT2B
220891_at	TRMT44
227653_at	TRMT5
233970_s_at	TRMT6
1554317_s_at	TRMT61A
221229_s_at	TRMT61B
204317_at	TRMU
222800_at	TRNAU1AP
227862_at	TRNP1
222754_at	TRNT1
211701_s_at	TRO
1568596_a_at	TROAP
213027_at	TROVE2
208349_at	TRPA1
205802_at	TRPC1
215288_at	TRPC2
210814_at	TRPC3
224219_s_at	TRPC4
212059_s_at	TRPC4AP
220552_at	TRPC5
231138_at	TRPC5OS
217287_s_at	TRPC6
208589_at	TRPC7
237069_s_at	TRPM1
205708_s_at	TRPM2
1554722_at	TRPM3
219360_s_at	TRPM4
223935_at	TRPM5
224412_s_at	TRPM6
239484_at	TRPM7
243483_at	TRPM8
234351_x_at	TRPS1
223436_s_at	TRPT1
219282_s_at	TRPV2
1555291_at	TRPV3
219516_at	TRPV4
1555042_at	TRPV5
206827_s_at	TRPV6
202642_s_at	TRRAP
236020_s_at	TRUB1
223109_at	TRUB2
1568828_at	TRY2P
230608_at	TSACC
209390_at	TSC1
215735_s_at	TSC2
239123_at	TSC22D1
237745_at	TSC22D1-AS1
210954_s_at	TSC22D2
208763_s_at	TSC22D3
208104_s_at	TSC22D4
230257_s_at	TSEN15
219581_at	TSEN2
218132_s_at	TSEN34
241402_at	TSEN54
212656_at	TSFM
201758_at	TSG101
223838_at	TSGA10
1553483_at	TSGA10IP
1553641_a_at	TSGA13
214529_at	TSHB
210055_at	TSHR
223282_at	TSHZ1
235616_at	TSHZ2
223392_s_at	TSHZ3
220545_s_at	TSKS
218245_at	TSKU
235737_at	TSLP
201504_s_at	TSN
228862_at	TSNARE1
203983_at	TSNAX
222220_s_at	TSNAXIP1
209114_at	TSPAN1
1560464_at	TSPAN10
227610_at	TSPAN11
230626_at	TSPAN12
217979_at	TSPAN13
221002_s_at	TSPAN14
218693_at	TSPAN15
233236_at	TSPAN16
225235_at	TSPAN17
227307_at	TSPAN18
227236_at	TSPAN2
200973_s_at	TSPAN3
203227_s_at	TSPAN31
233467_s_at	TSPAN32
225775_at	TSPAN33
209264_s_at	TSPAN4
225387_at	TSPAN5
209108_at	TSPAN6
202242_at	TSPAN7
203824_at	TSPAN8
205665_at	TSPAN9
1555048_a_at	TSPEAR
202096_s_at	TSPO
215449_at	TSPO2
217160_at	TSPY1
236369_at	TSPY26P
221493_at	TSPYL1
218012_at	TSPYL2
212928_at	TSPYL4
213122_at	TSPYL5
231339_at	TSPYL6
218156_s_at	TSR1
213079_at	TSR2
214067_at	TSR3
217968_at	TSSC1
218612_s_at	TSSC4
211694_at	TSSK1B
214371_at	TSSK2
1552395_at	TSSK3
242595_at	TSSK4
239524_at	TSSK6
209605_at	TST
36936_at	TSTA3
226482_s_at	TSTD1
1555430_at	TSTD2
230191_at	TTBK1
1554293_at	TTBK2
201434_at	TTC1
219587_at	TTC12
219481_at	TTC13
225180_at	TTC14
236833_at	TTC16
232323_s_at	TTC17
229170_s_at	TTC18
217964_at	TTC19
230997_at	TTC21A
235651_at	TTC22
219838_at	TTC23
239620_at	TTC23L
223924_at	TTC25
219758_at	TTC26
218710_at	TTC27
215146_s_at	TTC28
244189_at	TTC28-AS1
223962_at	TTC29
213679_at	TTC30A
243413_at	TTC30B
218838_s_at	TTC31
226838_at	TTC32
219421_at	TTC33
237350_at	TTC36
203049_s_at	TTC37
218272_at	TTC38
217101_at	TTC39A
232000_at	TTC39B
1552307_a_at	TTC39C
218442_at	TTC4
1555573_at	TTC40
226557_at	TTC5
1556665_at	TTC6
224924_at	TTC7A
226152_at	TTC7B
226120_at	TTC8
213174_at	TTC9
235375_x_at	TTC9B
226175_at	TTC9C
204772_s_at	TTF1
204407_at	TTF2
212898_at	TTI1
219124_at	TTI2
204822_at	TTK
224908_s_at	TTL
205652_s_at	TTLL1
236418_at	TTLL10
231157_at	TTLL11
1559340_at	TTLL11-IT1
1552257_a_at	TTLL12
1568843_at	TTLL13
223998_at	TTLL2
1555474_at	TTLL3
1557611_at	TTLL4
214672_at	TTLL5
230924_at	TTLL6
228724_at	TTLL7
1561682_at	TTLL7-IT1
234336_s_at	TTLL9
240793_at	TTN
1556043_a_at	TTN-AS1
210614_at	TTPA
219633_at	TTPAL
209660_at	TTR
224293_at	TTTY10
224174_at	TTTY11
224195_at	TTTY12
224292_at	TTTY13
214983_at	TTTY15
224040_at	TTTY5
233151_s_at	TTTY7
219415_at	TTYH1
223741_s_at	TTYH2
224674_at	TTYH3
228882_at	TUB
209118_s_at	TUBA1A
213646_x_at	TUBA1B
211750_x_at	TUBA1C
1552698_at	TUBA3FP
212242_at	TUBA4A
207490_at	TUBA4B
220069_at	TUBA8
220310_at	TUBAL3
209026_x_at	TUBB
230690_at	TUBB1
204141_at	TUBB2A
214023_x_at	TUBB2B
213476_x_at	TUBB3
212664_at	TUBB4A
208977_x_at	TUBB4B
209191_at	TUBB6
211915_s_at	TUBB7P
222361_at	TUBBP5
231853_at	TUBD1
226181_at	TUBE1
201714_at	TUBG1
203894_at	TUBG2
202476_s_at	TUBGCP2
1554086_at	TUBGCP3
211337_s_at	TUBGCP4
214876_s_at	TUBGCP5
225758_s_at	TUBGCP6
238190_at	TUFM
205807_s_at	TUFT1
212725_s_at	TUG1
206705_at	TULP1
206733_at	TULP2
205854_at	TULP3
218184_at	TULP4
232111_at	TUNAR
227388_at	TUSC1
203272_s_at	TUSC2
232770_at	TUSC3
239523_at	TUSC5
1558602_a_at	TUSC7
218965_s_at	TUT1
1563638_at	TVP23A
218446_s_at	TVP23B
1552377_s_at	TVP23C
244199_at	TWF1
202009_at	TWF2
213943_at	TWIST1
229404_at	TWIST2
226784_at	TWISTNB
225406_at	TWSG1
206828_at	TXK
212300_at	TXLNA
227834_at	TXLNB
219969_at	TXLNG
232618_at	TXLNG2P
208864_s_at	TXN
209078_s_at	TXN2
223325_at	TXNDC11
223017_at	TXNDC12
227873_at	TXNDC15
226747_at	TXNDC16
224511_s_at	TXNDC17
224168_at	TXNDC2
1564386_at	TXNDC8
203008_x_at	TXNDC9
201009_s_at	TXNIP
235561_at	TXNL1
202836_s_at	TXNL4A
222748_s_at	TXNL4B
1561080_at	TXNRD1
211177_s_at	TXNRD2
205546_s_at	TYK2
217497_at	TYMP
202589_at	TYMS
206630_at	TYR
211431_s_at	TYRO3
1566935_at	TYRO3P
204122_at	TYROBP
205694_at	TYRP1
238802_at	TYSND1
218347_at	TYW1
227141_at	TYW3
241825_at	TYW5
232141_at	U2AF1
226700_at	U2AF1L4
218382_s_at	U2AF2
212058_at	U2SURP
238868_at	UACA
209340_at	UAP1
214755_at	UAP1L1
1555387_at	UBA1
229587_at	UBA2
209115_at	UBA3
222578_s_at	UBA5
221700_s_at	UBA52
222600_s_at	UBA6
202151_s_at	UBAC1
224298_s_at	UBAC2
1557038_s_at	UBAC2-AS1
1558976_x_at	UBALD1
224785_at	UBALD2
221490_at	UBAP1
232557_at	UBAP1L
219192_at	UBAP2
209947_at	UBAP2L
220418_at	UBASH3A
228359_at	UBASH3B
200633_at	UBB
211296_x_at	UBC
201899_s_at	UBE2A
202334_s_at	UBE2B
202954_at	UBE2C
211764_s_at	UBE2D1
201344_at	UBE2D2
200667_at	UBE2D3
218837_s_at	UBE2D4
1554763_at	UBE2DNL
238958_at	UBE2E1
225651_at	UBE2E2
239880_at	UBE2E2-AS1
210024_s_at	UBE2E3
225791_at	UBE2F
209141_at	UBE2G1
209041_s_at	UBE2G2
222421_at	UBE2H
208760_at	UBE2I
217824_at	UBE2J1
224347_x_at	UBE2J2
202347_s_at	UBE2K
200683_s_at	UBE2L3
201649_at	UBE2L6
203109_at	UBE2M
201524_x_at	UBE2N
217393_x_at	UBE2NL
218141_at	UBE2O
231816_s_at	UBE2Q1
224747_at	UBE2Q2
244498_x_at	UBE2Q2L
226618_at	UBE2QL1
223014_at	UBE2R2
202779_s_at	UBE2S
223229_at	UBE2T
242392_at	UBE2U
230411_at	UBE2V2
222656_at	UBE2W
217750_s_at	UBE2Z
211285_s_at	UBE3A
212403_at	UBE3B
1554794_a_at	UBE3C
227790_at	UBE3D
202038_at	UBE4A
202317_s_at	UBE4B
205687_at	UBFD1
219131_at	UBIAD1
201535_at	UBL3
221746_at	UBL4A
1558584_at	UBL4B
218011_at	UBL5
225063_at	UBL7
238511_at	UBL7-AS1
227413_at	UBLCP1
207253_s_at	UBN1
225445_at	UBN2
204598_at	UBOX5
218082_s_at	UBP1
222989_s_at	UBQLN1
215884_s_at	UBQLN2
220422_at	UBQLN3
222252_x_at	UBQLN4
236965_at	UBQLNL
238528_at	UBR1
212760_at	UBR2
235265_at	UBR3
231889_at	UBR4
208883_at	UBR5
218108_at	UBR7
219172_at	UBTD1
224827_at	UBTD2
214881_s_at	UBTF
210623_at	UBXN1
238657_at	UBXN10
227716_at	UBXN11
235327_x_at	UBXN2A
212934_at	UBXN2B
